Price;Generation;Body;Engine;Transmission;Drive;Steering Wheel;Color;Customs
₸4 600 000,00;1997 - 2001 C5;Универсал;2.8 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸18 000 000,00;2023 - н.в. XV80;Седан;2 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸400 000,00;1997 - 2002 2 поколение;Минивэн;1.8 (бензин);Автомат;Передний привод;Справа;серебристый металлик;Нет
₸9 500 000,00;2009 - 2013 W221 рестайлинг;Седан;5.5 (бензин);Автомат;Задний привод;Слева;белый металлик;Да
₸1 777 777,00;1994 - 1996 W140/C140 рестайлинг;Седан;4.2 (бензин);Автомат;Задний привод;Слева;;Да
₸2 500 000,00;1993 - 1997 W202/S202;Седан;2.8 (бензин);Автомат;Задний привод;Слева;фиолетовый металлик;Да
₸5 300 000,00;2007 - 2010 1 поколение;Кроссовер;2.5 (бензин);Автомат;Полный привод;Слева;серебристый;Да
₸1 400 000,00;1997 - 2012 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸7 300 000,00;2014 - 2016 3 поколение рестайлинг (QL/QLE);Кроссовер;2 (бензин);Автомат;Передний привод;Слева;белый;Да
₸9 100 000,00;2021 - н.в. 1 поколение;Кроссовер;1.4 (бензин);Автомат;Передний привод;Слева;зеленый;Да
₸20 000 000,00;2007 - 2012 3 поколение (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸2 200 000,00;1992 - 1996 X90;Седан;2.5 (бензин);Автомат;Задний привод;Слева;белый металлик;Да
₸8 200 000,00;2011 - 2015 1 поколение (KE/GH);Кроссовер;2 (бензин);Автомат;Передний привод;Слева;;Да
₸7 250 000,00;2015 - н.в. 1 поколение;Универсал;1.6 (бензин);Вариатор;Передний привод;Слева;оранжевый;Да
₸650 000,00;1995 - 1997 VIII (CJ/CP);Седан;1.3 (бензин);Механика;Передний привод;Слева;черный;Да
₸1 100 000,00;1986 - 1992 2410;Седан;2.4 (бензин);Механика;Задний привод;Слева;белый металлик;Да
₸450 000,00;1984 - 1989 W124;Седан;2 (бензин);Механика;Задний привод;Слева;черный;Да
₸6 200 000,00;2023 - н.в. 2 поколение;Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;белый;Да
₸6 500 000,00;2017 - 2022 7 поколение рестайлинг (LF);Седан;2.4 (бензин);Автомат;Передний привод;Слева;белый металлик;Нет
₸500 000,00;1988 - 1995 A (J89);Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸1 200 000,00;1987 - 1992 GD (GD/GV);Купе;2.2 (бензин);Механика;Передний привод;Слева;серый;Да
₸5 000 000,00;2002 - 2006 1 поколение (JC);Внедорожник;3.5 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸8 500 000,00;2016 - н.в. 2 поколение рестайлинг;Внедорожник;2.7 (бензин);Механика;Полный привод;Слева;серебристый;Да
₸1 000 000,00;1992 - 2009 1 поколение рестайлинг;Внедорожник;1.7 (бензин);Механика;Полный привод;Слева;зеленый;Да
₸4 700 000,00;1997 - 2000 1 поколение (S160);Седан;3 (бензин);Автомат;Задний привод;Справа;белый;Да
₸2 350 000,00;2001 - 2014 1 поколение;Хэтчбек;1.5 (бензин);Механика;Передний привод;Слева;серый металлик;Да
₸5 200 000,00;2011 - 2015 3 поколение (UB);Седан;1.4 (бензин);Автомат;Передний привод;Слева;белый;Да
₸1 200 000,00;1997 - 2012 1 поколение;Универсал;1.5 (бензин);Механика;Передний привод;Слева;серый;Да
₸3 900 000,00;2012 - 2017 1 поколение (NH3/NH1);Лифтбек;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸6 500 000,00;1984 - 2007 J70;Внедорожник;4.5 (бензин);Механика;Полный привод;Слева;черный;Да
₸8 000 000,00;1998 - 2002 2 поколение (UZJ100);Внедорожник;4.7 (бензин);Автомат;Полный привод;Слева;серый;Да
₸4 400 000,00;2014 - 2017 4 поколение рестайлинг (RB/RC);Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸5 300 000,00;2014 - 2017 4 поколение рестайлинг (RB/RC);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸4 700 000,00;2011 - 2015 3 поколение (UB);Седан;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸1 400 000,00;1982 - 1993 1 поколение (W201);Седан;1.8 (бензин);Механика;Задний привод;Слева;вишня металлик;Да
₸2 500 000,00;2000 - 2010 1 поколение рестайлинг;Универсал;2 (бензин);Механика;Передний привод;Слева;синий;Да
₸8 000 000,00;2015 - н.в. 1 поколение;Универсал;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸2 600 000,00;1996 - 1999 Y33;Седан;3 (бензин);Автомат;Задний привод;Справа;серебристый металлик;Да
₸1 500 000,00;1994 - 1996 A32;Седан;2 (бензин);Автомат;Передний привод;Справа;серебристый;Да
₸4 500 000,00;1991 - 2003 T4;Минивэн;1.9 (дизель);Механика;Передний привод;Слева;белый;Да
₸16 000 000,00;2016 - 2022 XE30 рестайлинг;Седан;2 (бензин);Автомат;Задний привод;Слева;;Да
₸14 500 000,00;2014 - 2018 W205/S205/C205;Седан;2 (бензин);Автомат;Полный привод;Слева;синий металлик;Да
₸3 700 000,00;1990 - 2003 T4;Минивэн;2.5 (бензин);Механика;Передний привод;Слева;коричневый;Да
₸7 800 000,00;2008 - 2012 3 поколение рестайлинг;Минивэн;2.4 (бензин);Вариатор;Передний привод;Справа;белый металлик;Да
₸650 000,00;1980 - 2011 1 поколение;Седан;1.5 (бензин);Механика;Задний привод;Слева;;Да
₸2 800 000,00;1998 - 2004 B (U99);Внедорожник;2.2 (дизель);Механика;Полный привод;Слева;вишня металлик;Да
₸2 700 000,00;1995 - 2000 E39;Седан;2.5 (бензин);Механика;Задний привод;Слева;зеленый металлик;Да
₸2 000 000,00;1994 - 1998 V40;Седан;1.8 (бензин);Автомат;Передний привод;Справа;зеленый металлик;Да
₸4 200 000,00;2004 - 2008 1 поколение рестайлинг (K7/K9);Внедорожник;2.5 (дизель);Механика;Полный привод;Слева;черный;Да
