Price;Generation;Body;Engine;Transmission;Drive;Steering Wheel;Color;Customs
₸3 900 000,00;2002 - 2005 2 поколение (A8);Седан;4.2 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸2 800 000,00;1997 - 2005 4 поколение;Хэтчбек;2 (бензин);Автомат;Передний привод;Слева;синий;Да
₸18 800 000,00;2024 - н.в. 1 поколение;Кроссовер;;Автомат;Полный привод;Слева;;Да
₸9 800 000,00;2022 - н.в. 1 поколение рестайлинг (SP2);Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;;Да
₸11 000 000,00;2020 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;серый металлик;Да
₸37 500 000,00;2018 - н.в. G07;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;;Да
₸8 295 000,00;2018 - 2022 1 поколение;Кроссовер;2 (бензин);Робот;Полный привод;Слева;;Да
₸4 000 000,00;2001 - 2005 E65/E66;Седан;3.6 (бензин);Автомат;Задний привод;Слева;черный;Да
₸7 950 000,00;2018 - н.в. 2 поколение рестайлинг (B8);Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;черный;Да
₸28 000 000,00;2018 - н.в. 1 поколение (4MN);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸4 800 000,00;2000 - 2005 2 поколение (A2);Кроссовер;2 (бензин);Автомат;Передний привод;Слева;серый;Да
₸9 295 000,00;2002 - 2009 J120;Внедорожник;2.7 (бензин);Автомат;Полный привод;Слева;;Да
₸1 000 000,00;1982 - 1993 1 поколение (W201);Седан;2 (бензин);Механика;Задний привод;Слева;белый металлик;Да
₸1 200 000,00;1992 - 1998 1 поколение;Седан;1.8 (бензин);Механика;Передний привод;Слева;;Да
₸80 920 000,00;2021 - н.в. 4 поколение;Внедорожник;3.5 (бензин);Автомат;Полный привод;Слева;белый;Да
₸5 700 000,00;2013 - 2017 BM;Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸2 700 000,00;2005 - 2012 1 поколение рестайлинг (JU);Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;зеленый металлик;Да
₸11 800 000,00;2014 - 2018 XV50 рестайлинг (V55);Седан;2.5 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸7 000 000,00;1996 - 2000 J90;Внедорожник;3 (дизель);Автомат;Полный привод;Слева;;Да
₸3 500 000,00;1993 - 1997 2 поколение;Пикап;4 (бензин);Автомат;Полный привод;Слева;синий;Да
₸1 300 000,00;2004 - 2009 1 поколение рестайлинг (ZER/ZZE12/R1);Минивэн;2.2 (дизель);Механика;Передний привод;Слева;серебристый металлик;Нет
₸7 500 000,00;2006 - 2011 4 поколение (V8xW/V9xW);Внедорожник;3.8 (бензин);Автомат;Полный привод;Слева;серебристый;Да
₸10 350 000,00;2023 - н.в. 7 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸4 900 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸3 850 000,00;2018 - н.в. 1 поколение рестайлинг;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸14 990 000,00;2023 - н.в. 1 поколение;Кроссовер;;Автомат;Полный привод;Слева;;Да
₸10 100 000,00;2017 - н.в. 1 поколение (2360);Пикап;2.7 (бензин);Механика;Полный привод;Слева;;Да
₸10 842 000,00;1998 - н.в. 1 поколение (2752/2310/2217);Фургон;2.7 (бензин);Механика;Полный привод;Слева;;Да
₸11 000 000,00;2017 - 2021 2 поколение рестайлинг (J11/J11_);Кроссовер;2 (бензин);Вариатор;Полный привод;Слева;белый металлик;Да
₸3 000 000,00;2005 - 2011 1 поколение рестайлинг (TB);Хэтчбек;1.1 (бензин);Механика;Передний привод;Слева;красный;Да
₸1 100 000,00;2009 - 2014 1 поколение (TF/TA);Седан;1.3 (бензин);Механика;Передний привод;Слева;белый;Да
₸4 390 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸7 800 000,00;2020 - н.в. 5 поколение рестайлинг (YC);Седан;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸8 800 000,00;2015 - 2018 GJ рестайлинг (GJ/GL);Седан;2 (бензин);Автомат;Передний привод;Слева;;Да
₸3 400 000,00;2005 - 2010 B6;Седан;2 (бензин);Автомат;Передний привод;Слева;коричневый;Да
₸2 200 000,00;1991 - 2003 T4;Минивэн;2.5 (бензин);Механика;Передний привод;Слева;белый;Да
₸26 000 000,00;2012 - 2015 3 поколение рестайлинг (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸3 550 000,00;2010 - 2012 1 поколение рестайлинг;Универсал;1.6 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸4 750 000,00;2002 - 2006 W211/S211;Седан;3.2 (бензин);Автомат;Задний привод;Слева;серый металлик;Да
₸9 990 000,00;2018 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Робот;Передний привод;Слева;черный металлик;Да
₸15 000 000,00;2021 - н.в. 1 поколение рестайлинг;Кроссовер;2 (бензин);Робот;Полный привод;Слева;белый;Да
₸2 200 000,00;1991 - 2002 3 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;синий металлик;Да
₸4 750 000,00;2017 - н.в. 1 поколение;Кроссовер;2 (бензин);Вариатор;Передний привод;Слева;серебристый металлик;Да
₸7 490 000,00;2010 - 2014 3 поколение (SL);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;белый;Да
₸12 990 000,00;2022 - н.в. 3 поколение рестайлинг (SK3);Кроссовер;2 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸14 990 000,00;2018 - н.в. 1 поколение;Кроссовер;2 (бензин);Автомат;Полный привод;Слева;;Да
₸8 000 000,00;2012 - 2015 4 поколение рестайлинг;Минивэн;2 (бензин);Вариатор;Передний привод;Справа;черный металлик;Да
₸4 800 000,00;2006 - 2008 3 поколение;Минивэн;2.4 (бензин);Вариатор;Передний привод;Справа;серебристый;Нет
₸10 800 000,00;2011 - 2015 4 поколение (L1);Седан;2.5 (бензин);Автомат;Задний привод;Слева;черный;Да
₸2 300 000,00;1995 - 2000 A32;Седан;3 (бензин);Механика;Передний привод;Слева;синий металлик;Да
₸1 100 000,00;1987 - 1993 W124 рестайлинг;Купе;2.3 (бензин);Механика;Задний привод;Слева;коричневый;Да
₸4 700 000,00;2008 - 2012 2 поколение рестайлинг (JT/TE/TD);Кроссовер;2 (бензин);Механика;Полный привод;Слева;;Да
₸4 000 000,00;2000 - 2004 1 поколение (EP);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;;Да
₸11 300 000,00;2018 - н.в. 4 поколение рестайлинг;Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸11 107 000,00;1994 - н.в. 1 поколение;Пикап;2.7 (бензин);Механика;Полный привод;Слева;;Да
₸10 238 000,00;1998 - н.в. 1 поколение (2752/2310/2217);Пикап;2.7 (бензин);Механика;Полный привод;Слева;;Да
₸39 000 000,00;2018 - н.в. G05;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸3 600 000,00;2007 - 2011 X (CYxA/CZxA);Седан;2 (бензин);Вариатор;Передний привод;Слева;черный металлик;Да
₸30 490 000,00;2023 - н.в. J250;Внедорожник;2.7 (бензин);Автомат;Полный привод;Слева;;Да
₸4 200 000,00;1998 - 2003 2 поколение (BE/BH);Седан;2.5 (бензин);Автомат;Полный привод;Слева;белый;Да
₸7 995 000,00;2008 - 2011 4 поколение (UA8/UA9);Седан;3.7 (бензин);Автомат;Полный привод;Слева;;Да
₸6 950 000,00;2017 - н.в. 5 поколение (HC);Седан;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸15 500 000,00;2009 - 2013 1 поколение рестайлинг (L320);Внедорожник;5 (бензин);Автомат;Полный привод;Слева;белый;Да
₸1 650 000,00;1987 - 1993 W124 рестайлинг;Седан;3 (бензин);Механика;Задний привод;Слева;черный металлик;Да
₸4 000 000,00;1991 - 1994 C4;Седан;2.2 (бензин);Механика;Полный привод;Слева;серый;Да
₸8 000 000,00;2009 - 2013 W212/S212/C207/A207;Седан;2.1 (дизель);Автомат;Задний привод;Слева;синий металлик;Да
₸19 300 000,00;2019 - н.в. 5 поколение (A5/H5);Кроссовер;2.5 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸38 500 000,00;2019 - н.в. G06 (G06/F96);Кроссовер;4.4 (бензин);Автомат;Полный привод;Слева;;Да
₸2 600 000,00;1995 - 1999 1 поколение (RD);Кроссовер;2 (бензин);Автомат;Полный привод;Справа;бордовый металлик;Да
₸12 700 000,00;2018 - н.в. 4 поколение рестайлинг;Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;;Да
₸4 400 000,00;1997 - 2003 1 поколение (MCU15);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;золотистый металлик;Да
₸9 100 000,00;2014 - н.в. 5 поколение (D10);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;белый;Да
₸1 700 000,00;2001 - 2014 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;черный;Да
₸2 500 000,00;1987 - 1993 W124 рестайлинг;Седан;2.8 (бензин);Автомат;Задний привод;Слева;серебристый металлик;Да
₸25 690 000,00;2024 - н.в. 1 поколение рестайлинг;Лифтбек;;Автомат;Полный привод;Слева;;Да
₸2 000 000,00;2011 - 2018 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;черный;Да
₸5 100 000,00;2006 - 2011 1 поколение (C100/C140);Кроссовер;2.4 (газ-бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸9 500 000,00;2013 - н.в. 7 поколение (FCD/FDD);Микроавтобус;2.2 (дизель);Механика;Передний привод;Слева;;Да
₸7 895 000,00;2021 - н.в. 1 поколение (B30);Кроссовер;1.5 (бензин);Робот;Передний привод;Слева;;Да
₸8 300 000,00;2012 - 2015 1 поколение рестайлинг;Седан;2.4 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸1 400 000,00;2001 - 2014 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸400 000,00;1987 - 1992 GD (GD/GV);Седан;2 (бензин);Механика;Передний привод;Слева;белый;Да
₸1 400 000,00;1990 - 1994 1 поколение рестайлинг;Внедорожник;4.3 (бензин);Механика;Полный привод;Слева;красный;Да
₸19 990 000,00;2021 - н.в. 5 поколение;Кроссовер;2.5 (бензин);Автомат;Передний привод;Слева;белый;Да
₸13 990 000,00;2023 - н.в. 1 поколение;Кроссовер;;Автомат;Полный привод;Слева;;Да
₸10 100 000,00;2017 - н.в. 1 поколение (2360);Пикап;2.7 (бензин);Механика;Задний привод;Слева;;Да
₸2 000 000,00;1990 - 2003 T4;Минивэн;1.9 (дизель);Механика;Полный привод;Слева;белый;Да
₸12 504 000,00;2013 - н.в. 1 поколение;Пикап;2.7 (бензин);Механика;Задний привод;Слева;;Да
₸6 500 000,00;2006 - 2013 6 поколение (FA);Микроавтобус;2.2 (дизель);Механика;Задний привод;Слева;белый;Да
₸5 400 000,00;2012 - 2018 G15;Седан;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸2 500 000,00;1996 - 2001 XV20;Универсал;2.5 (бензин);Автомат;Полный привод;Слева;белый;Да
₸10 054 872,00;2014 - 2018 XV50 рестайлинг (V55);Седан;2.5 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸16 000 000,00;2020 - н.в. 4 поколение рестайлинг;Кроссовер;2.5 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸10 300 000,00;2003 - 2009 4 поколение (N21);Внедорожник;4 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸4 500 000,00;2018 - н.в. 1 поколение рестайлинг;Лифтбек;1.6 (бензин);Механика;Передний привод;Слева;черный;Да
₸6 800 000,00;2007 - 2011 3 поколение (SH);Кроссовер;2.5 (бензин);Автомат;Полный привод;Слева;вишня металлик;Да
₸4 450 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸5 800 000,00;2006 - 2009 XV40;Седан;2.4 (бензин);Автомат;Передний привод;Слева;;Да
₸850 000,00;1991 - 1997 1 поколение;Минивэн;2 (бензин);Автомат;Полный привод;Справа;синий металлик;Да
₸4 500 000,00;2020 - н.в. 2 поколение рестайлинг;Седан;1.5 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸1 930 000,00;2000 - 2016 M150 рестайлинг (M100/M150);Хэтчбек;0.8 (бензин);Автомат;Передний привод;Слева;белый;Да
₸6 800 000,00;2013 - н.в. 2 поколение рестайлинг (QJ);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸3 500 000,00;2006 - 2011 W204/S204;Седан;1.8 (бензин);Автомат;Задний привод;Слева;черный металлик;Да
₸2 650 000,00;1996 - 2001 B5;Седан;2.8 (газ-бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸19 000 000,00;2018 - 2021 4 поколение (TM/TMA);Кроссовер;2.5 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸2 450 000,00;1995 - 2000 E39;Седан;2.5 (бензин);Автомат;Задний привод;Слева;зеленый;Да
₸12 500 000,00;2017 - н.в. 1 поколение;Лифтбек;3.3 (бензин);Автомат;Задний привод;Слева;белый металлик;Да
₸2 650 000,00;2013 - 2018 1 поколение рестайлинг;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸4 100 000,00;2015 - н.в. M400;Хэтчбек;1 (бензин);Автомат;Передний привод;Слева;черный;Да
₸4 850 000,00;2009 - 2014 1 поколение рестайлинг (EY/GY/RW);Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸2 700 000,00;2014 - н.в. 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸4 500 000,00;2015 - н.в. 1 поколение;Хэтчбек;1.8 (бензин);Робот;Передний привод;Слева;;Да
₸4 000 000,00;1998 - 2003 E46;Седан;3 (бензин);Автомат;Полный привод;Слева;серый;Да
₸1 250 000,00;1997 - 2012 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;серый;Да
₸800 000,00;1991 - 2002 3 поколение;Хэтчбек;1.4 (бензин);Механика;Передний привод;Слева;;Да
₸3 000 000,00;2000 - 2006 A33;Седан;2 (бензин);Механика;Передний привод;Слева;вишня металлик;Да
₸11 250 000,00;2018 - 2021 3 поколение рестайлинг (TL/TLE);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸2 700 000,00;1990 - 2000 XR10/XR20 (R1/R2);Минивэн;2.4 (бензин);Механика;Задний привод;Слева;красный;Да
₸750 000,00;1992 - 1998 1 поколение;Седан;1.8 (бензин);Механика;Передний привод;Слева;синий;Да
₸3 000 000,00;2001 - 2005 C5 рестайлинг;Универсал;2.5 (дизель);Вариатор;Передний привод;Слева;черный металлик;Да
₸950 000,00;1990 - 1994 4 поколение (C4);Седан;2 (бензин);Механика;Передний привод;Слева;синий металлик;Да
₸15 604 000,00;2013 - н.в. 1 поколение;Фургон;2.7 (бензин);Механика;Задний привод;Слева;белый;Да
₸9 900 000,00;2011 - 2014 XV50;Седан;2 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸1 950 000,00;2007 - 2015 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸8 500 000,00;2006 - 2013 6 поколение (FA);Микроавтобус;2.2 (дизель);Механика;Задний привод;Слева;;Да
₸7 000 000,00;2009 - 2011 XV40 рестайлинг (V45);Седан;3.5 (бензин);Автомат;Передний привод;Слева;серебристый;Да
₸4 300 000,00;2005 - 2007 2 поколение [2-й рестайлинг] (GG);Седан;2 (бензин);Автомат;Полный привод;Слева;белый;Да
₸7 500 000,00;1999 - 2006 2 поколение;Минивэн;3 (бензин);Автомат;Полный привод;Справа;;Да
₸4 800 000,00;2018 - н.в. 1 поколение рестайлинг;Седан;1.6 (бензин);Механика;Передний привод;Слева;голубой металлик;Да
₸1 300 000,00;1994 - 1999 B (J96);Седан;1.8 (бензин);Механика;Передний привод;Слева;;Да
₸10 590 000,00;2021 - н.в. 3 поколение рестайлинг;Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸4 300 000,00;2002 - 2006 2 поколение (T25);Седан;1.8 (бензин);Автомат;Передний привод;Слева;серебристый;Да
₸3 195 000,00;1994 - 1996 W140/C140 рестайлинг;Седан;3.2 (бензин);Автомат;Задний привод;Слева;;Да
₸6 200 000,00;2015 - н.в. 1 поколение;Универсал;1.6 (бензин);Вариатор;Передний привод;Слева;;Да
₸12 800 000,00;2015 - 2019 4 поколение рестайлинг (A4);Кроссовер;2 (бензин);Вариатор;Полный привод;Слева;;Да
₸10 200 000,00;2021 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Робот;Передний привод;Слева;;Да
₸2 200 000,00;2000 - 2016 M150 рестайлинг (M100/M150);Хэтчбек;0.8 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸3 800 000,00;2006 - 2012 1 поколение;Хэтчбек;1.8 (бензин);Автомат;Передний привод;Слева;белый;Да
₸15 990 000,00;2022 - н.в. 1 поколение;Седан;2 (бензин);Автомат;Передний привод;Слева;;Да
₸12 490 000,00;2023 - н.в. 1 поколение;Внедорожник;1.5 (бензин);Робот;Передний привод;Слева;серый металлик;Да
₸14 600 000,00;2023 - н.в. 1 поколение рестайлинг;Кроссовер;1.5 (бензин);Автомат;Полный привод;Слева;зеленый;Да
₸6 895 000,00;2016 - н.в. 2 поколение рестайлинг;Внедорожник;2.7 (бензин);Механика;Полный привод;Слева;;Да
₸700 000,00;1986 - 1991 B3;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸13 490 000,00;2022 - н.в. 3 поколение рестайлинг (SK3);Кроссовер;2 (бензин);Автомат;Передний привод;Слева;синий металлик;Да
₸8 500 000,00;2014 - 2018 XV50 рестайлинг (V55);Седан;2.5 (бензин);Автомат;Передний привод;Слева;;Да
₸2 300 000,00;1997 - 2005 A4;Хэтчбек;2 (бензин);Автомат;Передний привод;Слева;;Да
₸1 300 000,00;1993 - 1997 B4;Универсал;2 (бензин);Механика;Передний привод;Слева;белый;Да
₸25 000 000,00;2013 - 2017 J150 рестайлинг;Внедорожник;4 (бензин);Автомат;Полный привод;Слева;белый;Да
₸1 150 000,00;1988 - 1993 B3;Седан;1.8 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸5 000 000,00;2006 - 2009 3 поколение (RE);Кроссовер;2 (бензин);Автомат;Полный привод;Справа;серый металлик;Да
₸10 700 000,00;2012 - 2016 3 поколение [2 рестайлинг];Минивэн;2.4 (бензин);Вариатор;Полный привод;Справа;белый металлик;Да
₸6 200 000,00;2018 - н.в. 2 поколение рестайлинг (B8);Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;вишня металлик;Да
₸670 000,00;1990 - 2011 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸2 100 000,00;1990 - 1994 4 поколение (C4);Седан;2.8 (бензин);Автомат;Передний привод;Слева;белый;Да
₸17 000 000,00;2020 - н.в. 4 поколение (MQ4/MQ4A);Кроссовер;2.5 (бензин);Автомат;Полный привод;Слева;хамелеон;Да
₸1 300 000,00;1988 - 1993 B3;Универсал;1.8 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸800 000,00;1988 - 1993 B3;Седан;1.8 (бензин);Механика;Передний привод;Слева;серый;Да
₸1 800 000,00;1998 - 2004 G (T98);Хэтчбек;1.4 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸3 700 000,00;1999 - 2005 XE10;Седан;2 (бензин);Автомат;Задний привод;Справа;серебристый металлик;Да
₸2 000 000,00;2000 - 2010 1 поколение (PT);Хэтчбек;2 (бензин);Автомат;Передний привод;Слева;черный;Да
₸14 800 000,00;2019 - н.в. 3 поколение рестайлинг (3V3/3V5);Лифтбек;2 (бензин);Робот;Передний привод;Слева;;Да
₸1 900 000,00;2004 - 2013 1 поколение;Универсал;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸3 000 000,00;2011 - 2018 1 поколение;Седан;1.6 (бензин);Автомат;Передний привод;Слева;черный;Да
₸2 500 000,00;1997 - 2000 1 поколение (SF);Кроссовер;2 (бензин);Механика;Полный привод;Справа;;Да
₸5 300 000,00;2010 - 2017 4 поколение (RB/RC);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸4 695 000,00;2002 - 2006 W211/S211;Седан;3.2 (бензин);Автомат;Задний привод;Слева;;Да
₸10 500 000,00;2016 - 2019 2 поколение;Седан;2.4 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸4 500 000,00;2010 - 2015 1 поколение (HS);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;коричневый металлик;Да
₸6 500 000,00;2001 - 2004 XV30;Седан;2.4 (бензин);Автомат;Передний привод;Слева;белый;Да
₸5 200 000,00;2000 - 2004 E39 рестайлинг;Седан;2.2 (бензин);Механика;Задний привод;Слева;серебристый;Да
₸2 150 000,00;1988 - 1993 B3;Седан;2 (бензин);Механика;Передний привод;Слева;бордовый металлик;Да
₸6 600 000,00;2008 - 2013 2 поколение;Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸21 000 000,00;2014 - 2019 F16 (F16/F86);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸12 900 000,00;2015 - 2019 4 поколение рестайлинг (A4);Кроссовер;2 (бензин);Вариатор;Передний привод;Слева;белый;Да
₸9 000 000,00;2004 - 2008 C219;Седан;5 (бензин);Автомат;Задний привод;Слева;черный;Да
₸14 990 000,00;2023 - н.в. 1 поколение;Кроссовер;;Автомат;Полный привод;Слева;;Да
₸3 250 000,00;2011 - 2018 1 поколение;Лифтбек;1.6 (бензин);Механика;Передний привод;Слева;серый металлик;Да
₸53 000 000,00;2018 - н.в. G05;Кроссовер;4.4 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸1 150 000,00;1993 - 1997 W202/S202;Седан;1.8 (бензин);Механика;Задний привод;Слева;синий металлик;Да
₸11 000 000,00;2018 - н.в. 4 поколение рестайлинг;Кроссовер;2 (бензин);Автомат;Полный привод;Слева;серый;Да
₸2 800 000,00;2007 - 2015 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸800 000,00;1991 - 1996 B4;Седан;2 (бензин);Механика;Передний привод;Слева;бордовый;Да
₸9 000 000,00;2013 - 2019 2 поколение (J11/J11);Кроссовер;2 (бензин);Вариатор;Передний привод;Слева;серебристый;Да
₸1 400 000,00;1993 - 1997 W202/S202;Седан;2.2 (бензин);Механика;Задний привод;Слева;бордовый;Да
₸9 900 000,00;2016 - 2018 4 поколение;Кроссовер;2 (бензин);Механика;Полный привод;Слева;белый;Да
₸4 700 000,00;2001 - 2004 XV30;Седан;2.4 (бензин);Автомат;Передний привод;Слева;белый;Да
₸7 000 000,00;2014 - 2018 2 поколение рестайлинг (S10);Минивэн;1.8 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸2 500 000,00;1995 - 1999 W210/S210;Седан;2.8 (бензин);Автомат;Задний привод;Слева;черный металлик;Да
₸9 200 000,00;2018 - н.в. 4 поколение (BD/BDM);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸4 700 000,00;2000 - 2004 2 поколение рестайлинг (S16);Седан;3 (бензин);Автомат;Задний привод;Слева;черный;Да
₸2 200 000,00;1991 - 1996 XV10;Седан;3 (бензин);Автомат;Передний привод;Слева;зеленый;Да
₸2 000 000,00;2006 - 2009 2 поколение рестайлинг (BM0/CM0/EM0/1);Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸5 000 000,00;2013 - 2016 3 поколение (YD);Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸10 700 000,00;2019 - н.в. 8 поколение (DN8);Седан;2 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸10 900 000,00;2018 - н.в. 4 поколение (BD/BDM);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸6 050 000,00;2023 - н.в. 2 поколение;Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;белый металлик;Да
₸5 000 000,00;2015 - н.в. 2 поколение;Седан;1.4 (бензин);Автомат;Передний привод;Слева;;Да
₸2 400 000,00;1997 - 2001 W202/S202 рестайлинг;Седан;1.8 (бензин);Механика;Задний привод;Слева;черный металлик;Да
₸1 800 000,00;2004 - 2007 6Y рестайлинг (6Y5);Хэтчбек;1.2 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸2 300 000,00;1998 - 2002 XG;Седан;3 (бензин);Автомат;Передний привод;Слева;черный;Да
₸19 000 000,00;2013 - 2018 F15 (F15/F85);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸5 500 000,00;1999 - 2003 E53;Кроссовер;4.4 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸1 600 000,00;1991 - 2011 1 поколение рестайлинг;Хэтчбек;1.5 (бензин);Механика;Передний привод;Слева;черный;Да
₸2 000 000,00;1990 - 1994 4 поколение (C4);Седан;2.5 (дизель);Механика;Передний привод;Слева;синий;Да
₸7 300 000,00;2008 - 2012 3 поколение рестайлинг;Минивэн;2.4 (бензин);Вариатор;Передний привод;Справа;серый;Да
₸3 650 000,00;2011 - 2015 2 поколение (TA);Хэтчбек;1.2 (бензин);Автомат;Передний привод;Слева;;Да
₸1 300 000,00;1994 - 1999 B (J96);Хэтчбек;2 (бензин);Механика;Передний привод;Слева;красный;Да
₸2 500 000,00;1996 - 2008 1 поколение;Внедорожник;3 (бензин);Автомат;Полный привод;Слева;;Да
₸4 000 000,00;1996 - 1998 1 поколение (964);Седан;2.9 (бензин);Автомат;Задний привод;Слева;белый;Да
₸14 500 000,00;2018 - н.в. 5 поколение рестайлинг (KJ/KK/KL);Пикап;2.4 (бензин);Механика;Полный привод;Слева;белый металлик;Да
₸12 000 000,00;2012 - 2017 1 поколение рестайлинг (8R);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸2 500 000,00;1990 - 2000 E36;Седан;2.5 (бензин);Механика;Задний привод;Слева;серебристый металлик;Да
₸3 200 000,00;2002 - 2008 1 поколение (CUxW);Кроссовер;2.4 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸4 400 000,00;2011 - 2015 3 поколение;Седан;1.6 (бензин);Робот;Передний привод;Слева;серебристый металлик;Да
₸750 000,00;1988 - 1995 A (J89);Хэтчбек;2 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸5 200 000,00;2007 - 2011 X (CYxA/CZxA);Седан;2 (бензин);Вариатор;Передний привод;Слева;;Да
₸4 900 000,00;2012 - 2014 3 поколение (GGxW/GFxW/ZJ/ZL/ZK);Кроссовер;2.2 (дизель);Механика;Передний привод;Слева;серебристый металлик;Да
₸1 700 000,00;1991 - 1996 C23;Минивэн;2.3 (дизель);Механика;Задний привод;Слева;бордовый металлик;Да
₸5 500 000,00;1999 - 2003 E53;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;синий;Да
₸14 500 000,00;2006 - 2010 C216;Купе;5.5 (бензин);Автомат;Задний привод;Слева;черный металлик;Да
₸2 000 000,00;1997 - 2000 1 поколение (T22);Хэтчбек;1.8 (бензин);Механика;Передний привод;Слева;;Да
